timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686063266447,295,/g/collect?v=2&tid=G-XQRC4QQ389&gtm=45je35v0&_p=313445955&cid=899822427.1685618745&ul=en-us&sr=1280x720&_eu=ABA&ngs=1&_s=1&sid=1685618747&sct=1&seg=1&dl=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dr=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dt=LoadRunner%3ACorrelation%20Challenge&en=page_view&_ee=1-77,204,No Content,jp@gc - Stepping Thread Group 1-4,text,true,,432,847,5,5,https://www.google-analytics.com/g/collect?v=2&tid=G-XQRC4QQ389&gtm=45je35v0&_p=313445955&cid=899822427.1685618745&ul=en-us&sr=1280x720&_eu=ABA&ngs=1&_s=1&sid=1685618747&sct=1&seg=1&dl=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dr=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dt=LoadRunner%3ACorrelation%20Challenge&en=page_view&_ee=1,0,0,202
1686063266442,334,/LoadRunner_Correlation_Challenge_Exp.aspx-81,200,OK,jp@gc - Stepping Thread Group 1-3,text,true,,13340,460,5,5,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx?RQM=1730587324&RND=0.6137211425864013,334,0,0
1686063266061,712,Click_Next,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-3,,true,,13772,1307,5,5,null,334,4,170
1686063265091,2038,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-5,bin,true,,1461,351,6,6,http://loadrunnertips.com/favicon.ico,808,0,0
1686063263839,3284,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-5,,true,,14759,744,6,6,null,2053,6,896
1686063266743,393,/LoadRunner_Correlation_Challenge_Exp.aspx-81,200,OK,jp@gc - Stepping Thread Group 1-4,text,true,,13340,460,6,6,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx?RQM=1730587324&RND=0.6137211425864013,393,0,0
1686063266446,688,Click_Next,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-4,,true,,13772,1307,6,6,null,393,3,202
1686063266435,702,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,13298,445,6,6,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,702,0,340
1686063266443,697,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-2,text,true,,13298,445,6,6,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,694,0,332
1686063266779,646,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-3,text,true,,13298,445,7,7,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,646,0,357
1686063267130,301,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-5,text,true,,11496,850,7,7,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,301,0,0
1686063267130,301,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-5,,true,,11496,850,7,7,null,301,1,0
1686063267140,321,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-1,bin,true,,1461,403,7,7,http://loadrunnertips.com/favicon.ico,321,0,0
1686063267142,319,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-2,bin,true,,1461,403,7,7,http://loadrunnertips.com/favicon.ico,319,0,0
1686063266428,1023,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-1,,true,,14759,848,7,7,null,1023,10,340
1686063266441,1016,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-2,,true,,14759,848,7,7,null,1013,5,332
1686063266841,742,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-6,text,true,,13298,393,7,7,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,740,0,423
1686063267429,336,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-3,bin,true,,1461,403,7,7,http://loadrunnertips.com/favicon.ico,336,0,0
1686063266777,982,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-3,,true,,14759,848,7,7,null,982,6,357
1686063267432,376,/LoadRunner_Correlation_Challenge_Exp.aspx-36,200,OK,jp@gc - Stepping Thread Group 1-5,text,true,,14128,956,7,7,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,367,0,0
1686063267432,376,Enter_City_Name,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-5,,true,,14128,956,7,7,null,367,1,0
1686063267138,801,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-4,text,true,,13298,445,8,8,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,790,0,322
1686063267462,481,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-2,text,true,,11408,902,8,8,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,481,0,0
1686063267462,481,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-2,,true,,11408,902,8,8,null,481,1,0
1686063267462,605,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,11408,902,8,8,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,554,0,0
1686063267462,605,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-1,,true,,11408,902,8,8,null,554,1,0
1686063267341,919,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-7,text,true,,13298,393,8,8,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,919,0,297
1686063267940,602,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-4,bin,true,,1461,403,9,9,http://loadrunnertips.com/favicon.ico,602,0,0
1686063267137,1403,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-4,,true,,14759,848,9,9,null,1392,4,322
1686063267943,635,/LoadRunner_Correlation_Challenge_Exp.aspx-36,200,OK,jp@gc - Stepping Thread Group 1-2,text,true,,14129,956,9,9,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,623,0,0
1686063267943,635,Enter_City_Name,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-2,,true,,14129,956,9,9,null,623,1,0
1686063267766,1017,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-3,text,true,,11408,902,9,9,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,1017,0,0
1686063267765,1017,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-3,,true,,11408,902,9,9,null,1017,2,0
1686063267841,979,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-8,text,true,,13298,393,9,9,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,967,0,599
1686063268068,782,/LoadRunner_Correlation_Challenge_Exp.aspx-36,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,14129,962,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,767,0,0
1686063268067,782,Enter_City_Name,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-1,,true,,14129,962,10,10,null,767,2,0
1686063268262,593,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-7,bin,true,,1461,351,10,10,http://loadrunnertips.com/favicon.ico,593,0,0
1686063267339,1512,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-7,,true,,14759,744,10,10,null,1512,5,297
1686063268544,334,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-4,text,true,,11408,902,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,330,0,0
1686063268543,334,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-4,,true,,11408,902,10,10,null,330,2,0
1686063267585,1300,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-6,bin,true,,1461,351,10,10,http://loadrunnertips.com/favicon.ico,1299,0,0
1686063266840,2042,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-6,,true,,14759,744,10,10,null,2039,3,423
1686063268580,548,/LoadRunner_Correlation_Challenge_Exp.aspx-58,200,OK,jp@gc - Stepping Thread Group 1-2,text,true,,10869,997,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,324,0,0
1686063268579,548,Enter_Number,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-2,,true,,10869,997,10,10,null,324,2,0
1686063268784,451,/LoadRunner_Correlation_Challenge_Exp.aspx-36,200,OK,jp@gc - Stepping Thread Group 1-3,text,true,,14129,962,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,439,0,0
1686063268783,451,Enter_City_Name,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-3,,true,,14129,962,10,10,null,439,2,0
1686063268820,418,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-8,bin,true,,1461,351,10,10,http://loadrunnertips.com/favicon.ico,418,0,0
1686063267839,1397,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-8,,true,,14759,744,10,10,null,1385,4,599
1686063268339,929,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-9,text,true,,13298,393,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,920,0,479
1686063268854,450,/LoadRunner_Correlation_Challenge_Exp.aspx-58,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,10869,997,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,433,0,0
1686063268852,450,Enter_Number,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-1,,true,,10869,997,10,10,null,433,2,0
1686063268855,479,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-7,text,true,,11496,850,10,10,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,469,0,0
1686063268855,479,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-7,,true,,11496,850,10,10,null,469,2,0
1686063268879,491,/LoadRunner_Correlation_Challenge_Exp.aspx-36,200,OK,jp@gc - Stepping Thread Group 1-4,text,true,,14128,964,11,11,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,480,0,0
1686063268879,491,Enter_City_Name,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-4,,true,,14128,964,11,11,null,480,1,0
1686063269129,271,/g/collect?v=2&tid=G-XQRC4QQ389&gtm=45je35v0&_p=313445955&cid=899822427.1685618745&ul=en-us&sr=1280x720&_eu=ABA&ngs=1&_s=1&sid=1685618747&sct=1&seg=1&dl=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dr=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dt=LoadRunner%3ACorrelation%20Challenge&en=page_view&_ee=1-77,204,No Content,jp@gc - Stepping Thread Group 1-2,text,true,,432,847,11,11,https://www.google-analytics.com/g/collect?v=2&tid=G-XQRC4QQ389&gtm=45je35v0&_p=313445955&cid=899822427.1685618745&ul=en-us&sr=1280x720&_eu=ABA&ngs=1&_s=1&sid=1685618747&sct=1&seg=1&dl=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dr=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dt=LoadRunner%3ACorrelation%20Challenge&en=page_view&_ee=1,0,0,184
1686063269239,340,/LoadRunner_Correlation_Challenge_Exp.aspx-14,200,OK,jp@gc - Stepping Thread Group 1-8,text,true,,11496,850,11,11,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,332,0,0
1686063269239,340,Click Start,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-8,,true,,11496,850,11,11,null,332,1,0
1686063269237,372,/LoadRunner_Correlation_Challenge_Exp.aspx-58,200,OK,jp@gc - Stepping Thread Group 1-3,text,true,,10869,997,11,11,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,365,0,0
1686063269236,372,Enter_Number,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-3,,true,,10869,997,11,11,null,365,2,0
1686063269269,345,/favicon.ico-3,200,OK,jp@gc - Stepping Thread Group 1-9,bin,true,,1461,351,11,11,http://loadrunnertips.com/favicon.ico,345,0,0
1686063268338,1274,Launch,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Stepping Thread Group 1-9,,true,,14759,744,11,11,null,1265,2,479
1686063268840,1077,/LoadRunner_Correlation_Challenge_Exp.aspx-1,200,OK,jp@gc - Stepping Thread Group 1-10,text,true,,13298,393,12,12,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,919,0,430
1686063269336,666,/LoadRunner_Correlation_Challenge_Exp.aspx-36,200,OK,jp@gc - Stepping Thread Group 1-7,text,true,,14129,962,12,12,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,631,0,0
1686063269305,700,/g/collect?v=2&tid=G-XQRC4QQ389&gtm=45je35v0&_p=313445955&cid=899822427.1685618745&ul=en-us&sr=1280x720&_eu=ABA&ngs=1&_s=1&sid=1685618747&sct=1&seg=1&dl=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dr=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dt=LoadRunner%3ACorrelation%20Challenge&en=page_view&_ee=1-77,204,No Content,jp@gc - Stepping Thread Group 1-1,text,true,,432,847,12,12,https://www.google-analytics.com/g/collect?v=2&tid=G-XQRC4QQ389&gtm=45je35v0&_p=313445955&cid=899822427.1685618745&ul=en-us&sr=1280x720&_eu=ABA&ngs=1&_s=1&sid=1685618747&sct=1&seg=1&dl=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dr=http%3A%2F%2Floadrunnertips.com%2FLoadRunner_Correlation_Challenge_Exp.aspx&dt=LoadRunner%3ACorrelation%20Challenge&en=page_view&_ee=1,0,0,237
1686063269336,666,Enter_City_Name,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-7,,true,,14129,962,12,12,null,631,4,0
1686063269371,662,/LoadRunner_Correlation_Challenge_Exp.aspx-58,200,OK,jp@gc - Stepping Thread Group 1-4,text,true,,10869,997,12,12,http://loadrunnertips.com/LoadRunner_Correlation_Challenge_Exp.aspx,653,0,0
1686063269371,662,Enter_Number,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Stepping Thread Group 1-4,,true,,10869,997,12,12,null,653,0,0
